Epoch time,Latitude,Longitude,Air Quality PM 2.5 (ug/m3),Radiation (cps)
1637191623.3572216,37.8695,-122.260193333,4.0,25.0
1637191637.3823166,37.869488333,-122.260171667,6.0,26.0
1637191653.7885442,37.869471667,-122.260158333,6.0,23.6
1637191668.046552,37.869428333,-122.260203333,5.0,21.8
1637191683.9349425,37.8694,-122.260241667,5.0,25.4
1637191698.699329,37.869401667,-122.260236667,5.0,29.0
1637191714.905161,37.869406667,-122.26023,5.0,26.8
1637191729.2786214,37.869401667,-122.260233333,5.0,26.2
1637191746.4073355,37.869425,-122.260196667,5.0,22.8
1637191763.2563555,37.869528333,-122.26012,5.0,26.6
1637191777.3791778,37.869455,-122.260173333,5.0,27.4
1637191793.8360062,37.869375,-122.260261667,4.5,21.6
1637191808.0547342,37.869365,-122.260258333,4.0,23.6
1637191823.2134783,37.869361667,-122.260226667,3.0,23.8
1637191837.8024182,37.869336667,-122.260236667,4.0,25.2
1637191852.5919523,37.86932,-122.260231667,4.0,24.4
1637191866.883304,37.869333333,-122.260241667,5.0,23.2
1637191881.658402,37.869376667,-122.260298333,4.5,22.6
1637191899.8188531,37.869415,-122.26031,4.0,23.6
1637191914.5014293,37.869395,-122.260296667,4.0,20.0
1637191929.253591,37.86929,-122.26019,5.0,22.6
1637191944.0519328,37.869175,-122.260061667,5.0,15.8
1637191958.4076765,37.869243333,-122.260085,5.0,23.4
1637191973.1874642,37.869445,-122.259983333,5.0,23.2
1637191989.9489002,37.86957,-122.259771667,5.0,23.8
1637192004.8873525,37.869643333,-122.259591667,5.0,25.2
1637192019.3953078,37.869746667,-122.259655,5.0,25.6
1637192034.2373304,37.8698,-122.25967,5.0,28.0
1637192049.1084638,37.869816667,-122.259688333,5.0,28.6
