Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1631087075.7019248,22.81875,1004.1249069014151,43.534197312221885,7168,0,256
1631087077.7607646,22.81875,1004.1574766994487,43.644922198725055,7168,0,256
1631087079.82113,22.80859375,1004.1070300090767,43.675678473225844,7168,0,256
1631087081.8777812,22.7984375,1004.1350367824051,43.657195689282275,7168,0,256
1631087083.93619,22.7984375,1004.1728576811803,43.63872867464815,7168,0,256
1631087085.9945877,22.7984375,1004.1654823985285,43.62028962800641,7168,0,256
1631087088.0532155,22.803515625,1004.1787974044653,43.70023681747126,7168,0,256
1631087090.1119835,22.793359375,1004.1364139351207,43.84169198245287,7168,0,256
1631087092.1704285,22.78828125,1004.1399189954298,43.7986475369034,7168,0,256
1631087094.229072,22.7779296875,1004.1727979968555,43.58335758224071,7168,0,256
1631087096.2877352,22.7677734375,1004.1762987364376,43.55874164185058,7168,0,256
1631087098.3460672,22.7677734375,1004.1500465717872,43.52798203551628,7168,0,256
1631087100.404976,22.7728515625,1004.1402324258254,43.75553406450969,7168,0,256
1631087102.4631848,22.7525390625,1004.171050492911,43.82318520484996,7168,0,256
1631087104.5219414,22.7576171875,1004.1489839863709,43.90313482098953,7168,0,256
1631087106.5817363,22.747265625,1004.1661116784379,43.68786622234647,7168,0,256
1631087108.6402612,22.7421875,1004.1451082625405,43.650979660464316,7168,0,256
1631087110.6980295,22.747265625,1004.1615481281199,43.84161641366908,7168,0,256
1631087112.7603817,22.7421875,1004.1538610114903,43.607906598029004,7168,0,256
1631087114.8155887,22.721875,1004.1296687219436,43.82929766202985,7168,0,256
1631087116.8754418,22.721875,1004.1510475751429,43.74320876237861,7168,0,256
1631087118.9327586,22.716796875,1004.1310423572702,43.86618619549975,7168,0,256
1631087120.9913023,22.71171875,1004.1762375108007,43.78623145866036,7168,0,256
1631087123.049623,22.71171875,1004.1331691205423,43.92152184918433,7168,0,256
1631087125.1087046,22.7064453125,1004.167109506125,43.92150102027793,7168,0,256
1631087127.1671066,22.7064453125,1004.1170406056132,43.79848567142238,7168,0,256
1631087129.2261546,22.71171875,1004.1093535072054,43.51560557607685,7168,0,256
1631087131.297832,22.6962890625,1004.1408560747035,43.650906350432685,7168,0,256
1631087133.3428073,22.7064453125,1004.1222915014266,43.78619593409981,7168,0,256
1631087135.4014716,22.6810546875,1004.1177270180866,43.71854367691176,7168,0,256
1631087137.460194,22.7013671875,1004.0984757643133,43.80463497793799,7168,0,256
1631087139.5187786,22.6861328125,1004.1050988007446,43.97063957102223,7168,0,256
1631087141.5779524,22.6759765625,1004.1103490588582,43.93374622173701,7168,0,256
1631087143.6365464,22.6810546875,1004.1324141191806,43.98293726534714,7168,0,256
1631087145.6944299,22.6861328125,1004.1446648284962,44.069019882839136,7168,0,256
1631087147.7527695,22.6759765625,1004.1530369435231,44.09977565958066,7168,0,256
1631087149.811841,22.6810546875,1004.1477867217687,44.05057379075075,7168,0,256
1631087151.8722584,22.6759765625,1004.1547870175923,44.087441098697695,7168,0,256
1631087153.9284327,22.6810546875,1004.1152213174325,43.92140633376488,7168,0,256
1631087155.9868827,22.665625,1004.1355362069864,43.976755033007926,7168,0,256
1631087158.045365,22.660546875,1004.1344719648037,44.00749807716597,7168,0,256
1631087160.103823,22.6708984375,1004.1530369435231,43.835352499540704,7168,0,256
1631087162.1626575,22.65546875,1004.1302859874985,43.749256428936256,7168,0,256
1631087164.2205489,22.660546875,1004.1285329740099,43.841472735220655,7168,0,256
1631087166.279205,22.65546875,1004.1127827021286,43.958287178355135,7168,0,256
1631087168.3376641,22.650390625,1004.1075326128614,43.74309034752807,7168,0,256
1631087170.3960001,22.6453125,1004.1141539004668,43.773835148801574,7168,0,256
1631087172.4543543,22.650390625,1004.1064682968945,44.007463089682254,7168,0,256
1631087174.5129013,22.650390625,1004.125032913063,43.90907737047737,7168,0,256
1631087176.5722938,22.6453125,1004.1292185065201,43.97057268314755,7168,0,256
1631087178.6309326,22.650390625,1004.1092826425416,43.81070963941837,7168,0,256
1631087180.68831,22.650390625,1004.1099683283137,43.915236324450504,7168,0,256
1631087182.748172,22.650390625,1004.0984038854964,43.98288120743823,7168,0,256
1631087184.8057804,22.65546875,1004.1320330352589,43.88449351463621,7168,0,256
1631087186.8636642,22.660546875,1004.1316575878596,43.958287178355135,7168,0,256
1631087188.921815,22.650390625,1004.1215328524183,43.97057268314755,7168,0,256
1631087190.9802666,22.65546875,1004.1355330968103,43.970595308559716,7168,0,256
1631087193.0388846,22.660546875,1004.1204684243841,43.921395801880365,7168,0,256
1631087195.097425,22.65546875,1004.1467186764582,43.98286952970475,7168,0,256
1631087197.1560066,22.660546875,1004.1169683920583,43.78613299164418,7168,0,256
1631087199.2157185,22.665625,1004.1299075427139,43.83532391920429,7168,0,256
1631087201.275001,22.660546875,1004.1390363536893,43.94601171146212,7168,0,256
1631087203.3311517,22.6708984375,1004.1204684243841,43.700039155208856,7168,0,256
1631087205.3895612,22.6708984375,1004.1477867217687,43.73079234935186,7168,0,256
1631087207.448049,22.660546875,1004.1194072734268,43.77380823295601,7168,0,256
1631087209.5066009,22.665625,1004.0977207368461,43.80457967269365,7168,0,256
1631087211.5660875,22.665625,1004.0917823491393,43.99518952967097,7168,0,256
1631087213.624782,22.65546875,1004.1047182812981,43.94597885689627,7168,0,256
1631087215.6821609,22.6453125,1004.149533346037,43.74922185631536,7168,0,256
1631087217.7446969,22.650390625,1004.0879038789155,43.85374064506432,7168,0,256
1631087219.8000188,22.65546875,1004.1089038947966,43.63854105085528,7168,0,256
1631087221.8582501,22.63515625,1004.1130893353939,43.736915718058704,7168,0,256
1631087223.9159944,22.640234375,1004.0934603406613,43.77380823295601,7168,0,256
1631087225.9745889,22.63515625,1004.0836459219666,43.71230411746891,7168,0,256
1631087228.0334065,22.6248046875,1004.0958955376752,43.68769341812993,7168,0,256
1631087230.0921307,22.63515625,1004.0993954285575,43.68767752187952,7168,0,256
1631087232.1511211,22.6146484375,1004.093455648476,43.83522718437594,7168,0,256
1631087234.214153,22.6146484375,1004.094825353828,43.73686479304582,7168,0,256
1631087236.2689064,22.5943359375,1004.0821957032477,43.76143136715028,7168,0,256
1631087238.3264935,22.5943359375,1004.0891951457069,43.93357401035876,7168,0,256
1631087240.385376,22.5994140625,1004.0629472427169,43.945858633424734,7168,0,256
1631087242.4440677,22.5943359375,1004.1154430656914,44.02577784646136,7168,0,256
1631087244.5027409,22.5943359375,1004.0824991914811,43.8351787661584,7168,0,256
1631087246.5632148,22.57890625,1004.1353756862321,43.92123566297443,7168,0,256
1631087248.6218069,22.5892578125,1004.1021210687168,43.93967822598276,7168,0,256
1631087250.6794763,22.563671875,1004.0999892815698,43.84128692982378,7168,0,256
1631087252.7381117,22.553515625,1004.1441164089853,43.85973931721014,7168,0,256
1631087254.798981,22.55859375,1004.0967909296797,43.94575918156994,7168,0,256
1631087256.855306,22.553515625,1004.0981576615841,43.8965612654317,7168,0,256
1631087258.9146352,22.5330078125,1004.1160275755362,43.83510034059749,7168,0,256
1631087260.9723415,22.5330078125,1004.1062124319052,43.902686678474154,7168,0,256
1631087263.0309248,22.5330078125,1004.107962110863,44.056354801121714,7168,0,256
1631087265.0896044,22.5279296875,1004.1247760430078,44.14240592260825,7168,0,256
1631087267.148065,22.5228515625,1004.1313906465626,44.13623291460029,7168,0,256
1631087269.20691,22.507421875,1004.0918312529159,44.24070394676617,7168,0,256
1631087271.268628,22.5228515625,1004.1576356457308,44.222265767626254,7168,0,512
1631087273.3258622,22.5126953125,1004.0785051414845,44.24683540736297,7168,0,256
1631087275.382187,22.5126953125,1004.1141921870869,44.535683366068305,7168,0,256
1631087277.4429457,22.50234375,1004.1183737922161,44.41893453368014,7168,0,256
1631087279.5036988,22.507421875,1004.1253722313637,44.271389417106136,7168,0,256
1631087281.5609486,22.50234375,1004.1036817036173,44.22838309451952,7168,0,256
1631087283.6168313,22.497265625,1004.1064986458141,44.357460923713916,7168,0,256
1631087285.6766918,22.507421875,1004.0833690392507,44.24682081928014,7168,0,256
1631087287.7356017,22.50234375,1004.0960010794252,44.18534745133016,7168,0,256
1631087289.794232,22.497265625,1004.1061265266148,44.48653679972981,7168,0,256
1631087291.8512313,22.507421875,1004.0861859019788,44.38818959627342,7168,0,512
1631087293.9115982,22.50234375,1004.1026273085512,44.30211816395982,7168,0,512
1631087295.9722521,22.507421875,1004.0991280907896,44.04398807570415,7168,0,512
1631087298.0356119,22.50234375,1004.0903800477072,44.16692329130551,7168,0,512
1631087300.087065,22.5126953125,1004.0610092110946,44.22223716409126,7168,0,512
1631087302.1447551,22.5126953125,1004.0343926166809,44.43120927217681,7168,0,512
1631087304.203886,22.5126953125,1004.0739508684647,44.222251471429836,7168,0,512
1631087306.2667716,22.5126953125,1004.0728839672053,44.13006013169513,7168,0,512
1631087308.321097,22.5228515625,1004.0887156464808,44.33290889397544,7168,0,512
1631087310.3802454,22.5126953125,1004.08551549575,44.050183603247824,7168,0,512
1631087312.439713,22.5279296875,1004.0869659683536,44.14855234812113,7168,0,512
1631087314.498823,22.5228515625,1004.1062124319052,44.36365437823895,7168,0,512
1631087316.5573752,22.5279296875,1004.0659698367185,43.99491212926299,7168,0,512
1631087318.6167204,22.5279296875,1004.0806605950286,44.15472622831467,7168,0,512
1631087320.674083,22.5330078125,1004.0705355751176,44.22235185787929,7168,0,512
1631087322.73289,22.5431640625,1004.0950411948194,44.31453283110309,7168,0,512
1631087324.791948,22.5431640625,1004.1132218460909,44.20389828912968,7168,0,512
1631087326.852786,22.5482421875,1004.0950312613073,44.234630466741784,7168,0,512
1631087328.90944,22.5431640625,1004.0841600077355,44.33298706435849,7168,0,512
1631087330.968961,22.5431640625,1004.0519816347628,44.35141021334231,7168,0,512
1631087333.026662,22.5380859375,1004.1363516306711,44.2285269172757,7168,0,512
