Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1631084978.3173413,21.4869140625,1003.6806183515249,46.51175286076961,7168,768,1792
1631084979.444626,21.5021484375,1003.6880252376534,46.41983399825227,7168,768,1792
1631084980.5730712,21.4919921875,1003.6736311005751,46.57911491094841,7168,768,1536
1631084981.700972,21.4765625,1003.6592370034225,47.436717629084875,7168,768,1536
1631084982.8281882,21.4869140625,1003.6697177090994,47.40619406698166,7168,768,1536
1631084983.9553378,21.471484375,1003.6332790796919,47.07522138141194,7168,768,1536
1631084985.0827231,21.4765625,1003.6902586151872,46.713694974826176,7168,768,1536
1631084986.2100968,21.471484375,1003.6535767247562,46.37677271473436,7168,768,1792
1631084987.3373196,21.471484375,1003.6815248287406,46.119433533807126,7168,768,1792
1631084988.4645743,21.4765625,1003.7188694822762,46.13157479158319,7168,768,1792
1631084989.5929027,21.471484375,1003.6745378009381,46.00295614864906,7168,768,1792
1631084990.720125,21.4765625,1003.6640572614924,45.63522766231981,7168,768,1792
1631084991.8486044,21.461328125,1003.66755077434,45.70881015406933,7168,768,1792
1631084992.97531,21.471484375,1003.6343624144439,45.80074506561098,7168,768,1536
1631084994.1024237,21.471484375,1003.6179779732852,46.43792264286192,7168,768,1536
1631084995.2303982,21.46640625,1003.6598328907501,46.64021379387635,7168,768,1536
1631084996.3584166,21.461328125,1003.6472530106274,46.68918665978079,7168,768,1536
1631084997.4865084,21.45625,1003.6768790272431,47.73652991987998,7168,768,1536
1631084998.6149824,21.451171875,1003.6810350173001,47.64465471470898,7168,768,1536
1631084999.742224,21.44609375,1003.7087412963268,46.94024343166163,7168,768,1536
1631085000.870071,21.44609375,1003.6607374206717,46.91569010917721,7168,768,1536
1631085001.9980276,21.451171875,1003.6535090119803,46.68296822754247,7168,768,1536
1631085003.124999,21.451171875,1003.659412025619,46.51140876953792,7168,768,1536
1631085004.2531798,21.451171875,1003.6495946677855,46.41337090922342,7168,768,1536
1631085005.3799696,21.45625,1003.664652125316,46.39494697170527,7168,768,1536
1631085006.5071669,21.45625,1003.6827817040993,46.64003484638962,7168,768,1536
1631085007.6345248,21.46640625,1003.7059104504906,46.603360594037504,7168,768,1536
1631085008.7616014,21.46640625,1003.6657360082407,46.823932014987754,7168,768,1536
1631085009.889297,21.45625,1003.7000076481461,46.872945944109595,7168,768,1536
1631085011.01604,21.461328125,1003.6762162936851,46.927990538649915,7168,768,1536
1631085012.1430438,21.461328125,1003.6786257278195,47.11805668108805,7168,768,1536
1631085013.270193,21.46640625,1003.6762162936851,47.17314084928252,7168,768,1536
1631085014.3972046,21.461328125,1003.6727228649027,47.13648558623603,7168,768,1536
1631085015.5242007,21.46640625,1003.7182067444608,47.39356944345032,7168,768,1536
1631085016.6524143,21.461328125,1003.6528459804846,47.424250696261744,7168,768,1536
1631085017.7798002,21.46640625,1003.6629054253417,47.454932362569885,7168,768,1536
1631085018.9069386,21.451171875,1003.6332115372941,47.32623914333246,7168,768,1536
1631085020.034139,21.451171875,1003.6332790796919,47.289535826611555,7168,768,1536
1631085021.1611452,21.45625,1003.6412820194076,47.130257485008016,7168,768,1536
1631085022.288072,21.461328125,1003.655255725506,47.77951889456973,7168,768,1536
1631085023.4150355,21.451171875,1003.648510719001,48.89408499570697,7168,768,1536
1631085024.5424018,21.441015625,1003.6544133114843,48.06107515833093,7168,768,1536
1631085025.669563,21.44609375,1003.6607374206717,47.98764281310735,7168,768,1536
1631085026.7967322,21.441015625,1003.6736265507584,48.28753940038285,7168,768,1536
1631085027.9242837,21.441015625,1003.6764574710955,48.34877612642814,7168,768,1536
1631085029.0513554,21.4357421875,1003.6921775276152,47.522150579082584,7168,768,1536
1631085030.1787288,21.4357421875,1003.6701332338494,47.36283598616735,7168,768,1536
1631085031.3056605,21.441015625,1003.6638089923626,47.21576904526644,7168,768,1536
1631085032.432598,21.4357421875,1003.6806131854795,46.854331845471286,7168,768,1536
1631085033.5600572,21.4357421875,1003.7131376124573,46.854331845471286,7168,512,1280
1631085034.6871908,21.4306640625,1003.6900086630868,46.81743233551841,7168,512,1280
1631085035.8152266,21.441015625,1003.6777821479751,47.08095092539097,7168,512,1280
1631085036.943211,21.441015625,1003.6620623482497,47.28927699560267,7168,512,1280
1631085038.0710802,21.441015625,1003.6736265507584,47.43016279257573,7168,512,1280
